filename,Teff,logg,M_H,Radius,F070W,F090W,F1000W,F1065C,F1130W,F1140C,F115W,F1280W,F140M,F1500W,F150W,F150W2,F1550C,F162M,F164N,F1800W,F182M,F187N,F200W,F2100W,F210M,F212N,F2300C,F250M,F2550W,F277W,F300M,F322W2,F323N,F335M,F356W,F360M,F405N,F410M,F430M,F444W,F460M,F466N,F470N,F480M,F560W,F770W,H,[3.6],[4.5],J,Ks
sp_t2000g10nc_m-0.5,2000,3,-0.5,0.2132,15.6313632,12.61200437,8.152166197,8.09552493,8.0922123,8.083341039,10.87990643,8.125716143,11.05482149,8.16543518,10.51935509,10.34357329,8.17644526,9.928128841,9.779381691,8.159179065,10.18364532,10.38805373,9.931456155,8.153398085,9.681529809,9.485816106,8.129354607,9.792199558,8.131484781,9.840445476,9.762187023,9.282701176,9.222163432,9.031196304,8.790883608,8.688846835,8.491511798,8.530802034,8.718799528,8.697379853,8.908610945,8.826190135,8.817824946,8.863584962,8.723867165,8.586002383,9.957072817,8.804878614,8.777501869,10.6054344,9.400553269
sp_t2000g17nc_m-0.5,2000,3.23,-0.5,0.199211088,15.80001776,12.73424365,8.311083649,8.25536008,8.255338741,8.245409002,11.009913,8.29357096,11.18431978,8.338274655,10.64792692,10.49022382,8.349356531,10.06243265,9.924815897,8.33476108,10.34406775,10.54746799,10.09026808,8.330836489,9.834346072,9.639237978,8.307239821,9.984838984,8.307840734,10.02138892,9.927837337,9.441914028,9.378660119,9.187250616,8.940218697,8.835049788,8.638396213,8.679619766,8.879668036,8.867373723,9.119244233,9.029517735,9.015186334,9.064898819,8.907404855,8.761457193,10.09722495,8.95413208,8.958160776,10.7336186,9.568345851
sp_t2000g31nc_m-0.5,2000,3.49,-0.5,0.191717405,15.91973578,12.78805622,8.404421436,8.349571317,8.35250647,8.341515366,11.07422867,8.395584223,11.24314772,8.445065402,10.70780608,10.57167677,8.456703384,10.12942386,10.00572695,8.444527051,10.44013705,10.63901893,10.18584186,8.441655029,9.924719716,9.730873763,8.41855141,10.11558117,8.41780651,10.13695615,10.02785202,9.53731691,9.477452998,9.285937072,9.02723245,8.91734361,8.719127813,8.762097767,8.973354137,8.969917286,9.262256407,9.166209235,9.146641372,9.19905732,9.024135644,8.872407711,10.17186564,9.040970826,9.071138352,10.79423109,9.67706073
sp_t2000g100nc_m-0.5,2000,4,-0.5,0.164,16.33182991,13.04443428,8.760952776,8.708520906,8.715023688,8.702713925,11.38572389,8.765111062,11.52289349,8.818076294,10.99954059,10.91329416,8.828992038,10.44230828,10.35592736,8.820774732,10.81034414,10.98946506,10.55917303,8.817695109,10.29157782,10.10242118,8.795492666,10.55501676,8.791074852,10.53782621,10.39973088,9.908869615,9.878973177,9.689713587,9.389027575,9.265449709,9.054240336,9.098755693,9.325995554,9.338984505,9.701521511,9.597566057,9.571750942,9.624129863,9.419660765,9.262570995,10.50350395,9.40286347,9.457703852,11.08800625,10.08908493
sp_t2000g316nc_m-0.5,2000,4.5,-0.5,0.133800762,16.79558302,13.40357394,9.216017663,9.167553856,9.17447503,9.161771888,11.81608022,9.229957792,11.88411181,9.281599043,11.38927363,11.3606254,9.291281722,10.86531503,10.82023326,9.28502903,11.27780286,11.43251579,11.04167386,9.279783643,10.77647675,10.59771614,9.258057818,11.08655215,9.250424504,11.02563208,10.86525467,10.39140204,10.41269578,10.23518275,9.874314327,9.737817621,9.490500471,9.536329887,9.766430112,9.796022639,10.20494483,10.10050085,10.07303208,10.11990671,9.899048806,9.745907964,10.94400909,9.890363021,9.924156919,11.48852032,10.62458787
sp_t2000g1000nc_m-0.5,2000,5,-0.5,0.1079,17.3522576,13.83246106,9.685663107,9.643694277,9.646579469,9.633914151,12.27482466,9.705292189,12.23909246,9.754796042,11.79034108,11.82883924,9.763667816,11.31570042,11.30368051,9.758961357,11.75526294,11.89572358,11.55259397,9.751985312,11.30237667,11.1424756,9.730578238,11.623708,9.720386369,11.51819883,11.34229222,10.90586103,10.9929679,10.83463818,10.40521719,10.26303289,9.947693764,9.996120713,10.2152105,10.2632533,10.69347151,10.59343661,10.56758667,10.60673313,10.38189848,10.2364998,11.40437093,10.42470915,10.39173871,11.91584895,11.20101537
sp_t2000g1780nc_m-0.5,2000,5.25,-0.5,0.0964,17.66728173,14.07219439,9.92903033,9.891116995,9.891065894,9.878347269,12.51702614,9.950999986,12.41920339,10.00030339,12.00117071,12.07577312,10.00891052,11.55995513,11.56054582,10.00525054,12.00404887,12.13969317,11.82260294,9.997759187,11.58471494,11.43777884,9.976504138,11.89765245,9.965162615,11.77099523,11.58934712,11.17946324,11.30223833,11.15552072,10.69230233,10.55141652,10.19075389,10.2403852,10.44789714,10.5063453,10.93711173,10.83979349,10.8149582,10.85095877,10.62958953,10.48947269,11.64916638,10.71383954,10.63116641,12.14478447,11.50669813
sp_t2000g3160nc_m-0.5,2000,5.5,-0.5,0.0964,17.74670508,14.06937407,9.92707495,9.893356092,9.890600179,9.877684991,12.51085817,9.95170451,12.34957657,10.00173002,11.96636784,12.07625921,10.01001063,11.56357954,11.57367152,10.00759784,12.00690239,12.13768086,11.84709553,9.999727353,11.62369601,11.49118281,9.9786492,11.92249798,9.966127691,11.77704568,11.59095369,11.21072117,11.36899118,11.23344318,10.73970528,10.60281453,10.19284935,10.24312689,10.43532122,10.50460515,10.92923554,10.83442485,10.81021811,10.84430907,10.6309431,10.49702419,11.65021089,10.76356404,10.62337624,12.12837381,11.56620867
sp_t2100g10nc_m-0.5,2100,3,-0.5,0.2132,15.1464069,12.29145768,8.073950929,8.019930174,8.015018293,8.008109923,10.66403487,8.041722943,10.75649857,8.070455545,10.28957839,10.13446674,8.081892237,9.74014302,9.596640646,8.060585589,9.950148815,10.11786361,9.721449319,8.050026817,9.495376593,9.319602716,8.026952687,9.55704609,8.027323857,9.607567567,9.553667745,9.119907618,9.073626076,8.890850077,8.665726996,8.567675162,8.381252102,8.411439795,8.564456386,8.547009185,8.709100094,8.640091015,8.635006199,8.677689267,8.569117467,8.461391895,9.76226046,8.678720428,8.612368831,10.40019889,9.227331195
sp_t2100g17nc_m-0.5,2100,3.23,-0.5,0.198,15.29999853,12.4252772,8.246487118,8.192873482,8.191543831,8.183330929,10.80982546,8.224569946,10.90512432,8.260388953,10.4352888,10.29356868,8.271931489,9.889253228,9.754154345,8.254060558,10.12288711,10.29517638,9.891636405,8.246566273,9.65908588,9.482074987,8.22356887,9.760024153,8.22428562,9.804387948,9.738397169,9.293655615,9.239576337,9.055373965,8.827221467,8.727329484,8.543328354,8.57539522,8.741238888,8.732462392,8.932554317,8.856616539,8.844287456,8.891989965,8.767917871,8.652177611,9.915189862,8.840202014,8.80808753,10.54451937,9.399728519
sp_t2100g31nc_m-0.5,2100,3.49,-0.5,0.1915,15.38768087,12.47089582,8.330858481,8.277496392,8.280220885,8.270982055,10.8664606,8.320075282,10.959691,8.362827706,10.48870726,10.36427519,8.374945791,9.94772337,9.824062108,8.35999447,10.20823731,10.38206598,9.974968804,8.354878207,9.736040624,9.558477653,8.332112349,9.879376563,8.332337236,9.913811886,9.833137532,9.378143813,9.316798213,9.13178028,8.899223247,8.796715687,8.61483229,8.649289771,8.82847007,8.828578918,9.069731846,8.987061203,8.967941475,9.019992985,8.879168656,8.75542554,9.979161832,8.91213465,8.915120935,10.59827084,9.489133457
sp_t2100g100nc_m-0.5,2100,4,-0.5,0.164,15.80709038,12.74772648,8.686833067,8.634824103,8.644135128,8.633188146,11.17819607,8.694007307,11.24319347,8.744711822,10.77943743,10.69966187,8.756667929,10.2558941,10.16481652,8.746635808,10.57189351,10.73675887,10.33808768,8.743270676,10.08947695,9.91354065,8.721124995,10.31551209,8.718526613,10.31921782,10.20634646,9.73739823,9.672640672,9.487760809,9.237813495,9.126317119,8.945642063,8.984417083,9.186416685,9.203533603,9.524153525,9.430444496,9.402152926,9.457917206,9.283603507,9.143881291,10.30258827,9.250162842,9.310394754,10.89550998,9.878118722
sp_t2100g316nc_m-0.5,2100,4.5,-0.5,0.1338,16.30371611,13.11943847,9.143315619,9.094416308,9.107260159,9.095703214,11.61518489,9.164474201,11.61452178,9.216505306,11.17401052,11.14794075,9.227226074,10.68116682,10.63101291,9.220217733,11.04047834,11.18589906,10.81536588,9.215628014,10.56510857,10.39613404,9.193884703,10.85000105,9.188225167,10.81348055,10.67162545,10.20461129,10.15558911,9.976473168,9.695881467,9.572165867,9.382151135,9.423464229,9.636464511,9.669710844,10.04994364,9.951657731,9.920051221,9.972525222,9.773322836,9.62711513,10.74402371,9.707316914,9.789933684,11.30448086,10.39808933
sp_t2100g1000nc_m-0.5,2100,5,-0.5,0.1079,16.86908282,13.54929158,9.614266599,9.571118116,9.582553424,9.570934998,12.08079215,9.644469284,11.98216135,9.695023775,11.58056076,11.61826938,9.704547793,11.13341444,11.11895797,9.699252638,11.52169239,11.65394214,11.32273822,9.692813472,11.08283628,10.9283319,9.671384077,11.39421195,9.662914617,11.31327941,11.14781183,10.70147113,10.68433276,10.51859044,10.19626428,10.06180085,9.839711856,9.883428914,10.09518932,10.14523528,10.56259946,10.46551234,10.43493733,10.47983314,10.2652634,10.11892107,11.20808634,10.20780114,10.27070777,11.73749134,10.96296684
sp_t2100g1780nc_m-0.5,2100,5.25,-0.5,0.0964,17.18403017,13.79057067,9.856537524,9.817413139,9.826810329,9.815200265,12.32646517,9.890285501,12.16504291,9.940212422,11.79115701,11.86448027,9.94926335,11.3759069,11.37548217,9.944708538,11.76837363,11.89565341,11.58860806,9.937471354,11.35974436,11.21649609,9.916157964,11.66780016,9.90643789,11.5644877,11.38945056,10.96294956,10.96415768,10.80881769,10.46543731,10.32816991,10.08071684,10.1253705,10.33031454,10.38988147,10.81546045,10.72015766,10.69076551,10.7317609,10.51326761,10.36856849,11.45253743,10.47729908,10.51399977,11.96795722,11.26270338
sp_t2100g3160nc_m-0.5,2100,5.5,-0.5,0.0964,17.26523057,13.79294873,9.852867681,9.818197486,9.825450702,9.813753891,12.32699812,9.890210424,12.09921172,9.940159389,11.75745141,11.86659652,9.948711679,11.37945206,11.38956703,9.944987164,11.76963305,11.89132584,11.61084519,9.937074859,11.39627735,11.2666002,9.915913005,11.69158167,9.90493431,11.56723155,11.38436886,10.98329024,11.00407873,10.86108848,10.49734629,10.35953108,10.08102014,10.12608885,10.3199926,10.38978978,10.81647307,10.7229736,10.69460573,10.73255132,10.51328284,10.37155963,11.4549635,10.50977408,10.50992281,11.95582326,11.32021357
sp_t2200g10nc_m-0.5,2200,3,-0.5,0.2132,14.69900599,11.99212224,7.995825992,7.943821577,7.937855261,7.933071314,10.46472766,7.956322335,10.47228479,7.973686336,10.06952725,9.939236645,7.984838833,9.563850664,9.428077563,7.958383423,9.729330195,9.858346239,9.523828872,7.943141824,9.320987439,9.166678801,7.917385046,9.337714208,7.91510928,9.381911978,9.341999863,8.959482422,8.925198175,8.75396021,8.544858675,8.451137283,8.274448894,8.298019467,8.419604469,8.404350168,8.522731842,8.465235561,8.465975672,8.503847988,8.418980297,8.337083326,9.580677426,8.556513225,8.456806352,10.21021158,9.0725498
sp_t2200g17nc_m-0.5,2200,3.23,-0.5,0.198,14.83840626,12.12688523,8.16788773,8.116798262,8.113571473,8.10782747,10.61222058,8.138499444,10.62635768,8.162828182,10.21889162,10.09762241,8.174368304,9.714049706,9.583895118,8.151916061,9.900903909,10.03779867,9.692612323,8.139459407,9.483675223,9.32678135,8.115533565,9.53455773,8.114629677,9.577297132,9.530408286,9.134946617,9.094767328,8.920579438,8.708324896,8.612980424,8.437028594,8.462598271,8.596189278,8.588371143,8.738714788,8.675338531,8.668283444,8.711455821,8.614639872,8.526629489,9.733155042,8.720033547,8.649228487,10.35624891,9.238418295
sp_t2200g31nc_m-0.5,2200,3.49,-0.5,0.1915,14.90335782,12.17159407,8.253860745,8.202963663,8.203975796,8.196977411,10.67105759,8.236409601,10.68735736,8.268886631,10.27659318,10.16808279,8.281002649,9.774369837,9.652776319,8.262061184,9.985658164,10.1287909,9.77454474,8.252644806,9.558917909,9.399777107,8.229673651,9.649728845,8.229911777,9.687859502,9.630828265,9.221895098,9.174069332,8.997214513,8.781729542,8.68430791,8.511030228,8.538421903,8.685346687,8.685785821,8.873067738,8.80352237,8.788409626,8.836837739,8.726286282,8.632180934,9.797138699,8.793401696,8.756542996,10.41258998,9.32044143
sp_t2200g100nc_m-0.5,2200,4,-0.5,0.164,15.2883772,12.45683275,8.613023936,8.562520795,8.571720067,8.562719578,10.98586661,8.617191374,10.9817696,8.661579134,10.57296867,10.50201282,8.674214096,10.08373328,9.989256923,8.660972341,10.34759283,10.49288522,10.13308378,8.655546815,9.905411574,9.744415605,8.633228151,10.08284629,8.631970125,10.10006058,10.01413538,9.581994704,9.51666681,9.337538576,9.114505011,9.011267268,8.84418792,8.876631411,9.05002274,9.067417285,9.334338752,9.253174758,9.225571623,9.280994742,9.138947259,9.026603147,10.11813888,9.125834168,9.159161497,10.71585442,9.692163932
sp_t2200g316nc_m-0.5,2200,4.5,-0.5,0.1338,15.80747883,12.84330506,9.071653536,9.023270297,9.038783105,9.028793063,11.42510729,9.094481985,11.3613977,9.144191478,10.97020321,10.94844669,9.155946285,10.5078898,10.451362,9.14700506,10.81437071,10.94774585,10.60397226,9.142148745,10.37121963,10.21373783,9.120236693,10.61929638,9.116259105,10.60239011,10.48440732,10.04181952,9.9647468,9.788905599,9.554990214,9.443475987,9.280380121,9.317210715,9.508026201,9.542269886,9.878761434,9.789958136,9.756303547,9.811753266,9.64033832,9.512894392,10.55652568,9.564991134,9.650456823,11.13046514,10.19543693
sp_t2200g1000nc_m-0.5,2200,5,-0.5,0.1079,16.37568613,13.27360063,9.543890628,9.500240709,9.517396183,9.507072377,11.89608651,9.58010556,11.74104108,9.63053364,11.38221874,11.41965943,9.640941087,10.96216382,10.94312423,9.634767483,11.29752263,11.41979295,11.10583319,9.628776865,10.87870893,10.73161305,9.607238951,11.16760069,9.600436071,11.1090189,10.96157198,10.52435553,10.44863668,10.28066362,10.02926257,9.908224698,9.738052148,9.777900837,9.975213266,10.02589223,10.41269889,10.32144093,10.28737923,10.337024,10.14270467,10.00679048,11.02291205,10.03746654,10.14341301,11.5693436,10.74577026
