filename,Teff,logg,M_H,Radius,F070W,F090W,F1000W,F1065C,F1130W,F1140C,F115W,F1280W,F140M,F1500W,F150W,F150W2,F1550C,F162M,F164N,F1800W,F182M,F187N,F200W,F2100W,F210M,F212N,F2300C,F250M,F2550W,F277W,F300M,F322W2,F323N,F335M,F356W,F360M,F405N,F410M,F430M,F444W,F460M,F466N,F470N,F480M,F560W,F770W,H,[3.6],[4.5],J,Ks
sp_t2000g562nc_m+0.5,2000,4.75,0.5,0.131097737,16.60212198,13.57108636,9.235323258,9.182025747,9.196668731,9.18448838,11.91770776,9.254235149,12.10488071,9.326409693,11.53989698,11.375371,9.339144074,10.93652795,10.82786473,9.318222386,11.28321815,11.49030056,10.97555048,9.316307485,10.6754168,10.47356818,9.294107701,10.98064187,9.292093037,11.01763503,10.89755673,10.37437876,10.30181454,10.11049776,9.843675429,9.734751535,9.509827718,9.620181874,10.06385727,9.888858546,10.21574581,10.10042853,10.07382578,10.12680547,9.911559186,9.72449292,10.99002301,9.859418204,10.0159634,11.62312495,10.37649866
sp_t2000g1000nc_m+0.5,2000,5,0.5,0.1155,16.94320151,13.81938772,9.5181702,9.466284598,9.48360812,9.470664772,12.19003959,9.54640834,12.36368256,9.621041999,11.79370489,11.64377952,9.633516885,11.18948698,11.09715373,9.617242532,11.57105225,11.77072911,11.24722625,9.615803412,10.93282288,10.73052086,9.594380295,11.30399297,9.590412575,11.32818202,11.1941385,10.65835038,10.59366495,10.40153002,10.11741591,10.00273891,9.776071054,9.888299605,10.34854715,10.17652373,10.55111438,10.43202715,10.40516634,10.45684346,10.22252266,10.02887999,11.25447302,10.13327504,10.31560906,11.88407328,10.64376588
sp_t2000g3160nc_m+0.5,2000,5.5,0.5,0.1017,17.38534041,14.03494688,9.80686763,9.759789716,9.77916731,9.765322461,12.46913074,9.851027409,12.59791865,9.924781465,12.0213751,11.90731727,9.936412244,11.41757032,11.35357098,9.927381209,11.86759508,12.05275348,11.5160344,9.924887233,11.17646994,10.97330563,9.904552791,11.67531308,9.896394322,11.66844809,11.5086863,10.95405728,10.92557783,10.73370431,10.39839964,10.26992977,10.02961062,10.1415282,10.62075599,10.46166179,10.92317989,10.80318564,10.77842987,10.82204168,10.55730219,10.35847001,11.50384846,10.41462252,10.62191668,12.1333554,10.91701848
sp_t2100g10nc_m+0.5,2100,3,0.5,0.2618,14.80722593,11.96485762,7.571173564,7.513640361,7.504017572,7.50245488,10.27575337,7.508425668,10.28694291,7.511314182,9.857728939,9.691039259,7.526122022,9.323413137,9.172924407,7.473148771,9.448710881,9.571594517,9.230912541,7.449389196,9.026348009,8.866059461,7.430206411,8.97161919,7.415347481,9.008635618,8.963744473,8.598476659,8.566479351,8.398652325,8.19214482,8.100790572,7.908443382,7.967308768,8.188649985,8.056858296,8.099897965,8.03017613,8.049987404,8.060959383,7.983284298,7.878880139,9.340029206,8.203794728,8.097794938,10.00079035,8.764844109
sp_t2100g17nc_m+0.5,2100,3.23,0.5,0.2535,14.89992686,12.0353338,7.654943883,7.600515626,7.590101253,7.587028991,10.33362947,7.601133514,10.37071232,7.61423265,9.931873885,9.762033292,7.6286972,9.391348348,9.240278907,7.579796002,9.534363602,9.668980486,9.313344964,7.559404938,9.104215995,8.939236074,7.535839293,9.073098949,7.525819547,9.118904906,9.075027294,8.690960563,8.655396038,8.484397787,8.272796212,8.180284495,7.981348689,8.047103888,8.291436001,8.152755437,8.213614281,8.142968433,8.150839837,8.170694424,8.086282298,7.982004492,9.408194711,8.284971595,8.198318926,10.05913955,8.834815609
sp_t2100g31nc_m+0.5,2100,3.49,0.5,0.2353,15.04034295,12.16774654,7.830894451,7.777828086,7.769047185,7.764956235,10.47641495,7.787099796,10.54513983,7.810572303,10.09438414,9.921549033,7.823755906,9.546893326,9.395871923,7.781341523,9.712223802,9.861561799,9.487090546,7.763360058,9.2717829,9.101180902,7.73812422,9.270991273,7.733798059,9.324847307,9.280895905,8.876159328,8.838288823,8.662537665,8.444748492,8.350600449,8.146184763,8.218347132,8.488136694,8.343251991,8.428007247,8.35339522,8.352456945,8.379488573,8.285537839,8.177490222,9.564849649,8.457417767,8.3960961,10.20378203,8.993875075
sp_t2100g56nc_m+0.5,2100,3.75,0.5,0.2094,15.23243359,12.37600226,8.095313455,8.043270216,8.037454419,8.032439239,10.71023223,8.063120143,10.80369947,8.095650821,10.3431379,10.17013233,8.108180412,9.791155883,9.64239792,8.070976433,9.978424351,10.14060933,9.748502618,8.056541433,9.525967073,9.350986252,8.032243084,9.560356966,8.031412037,9.61862319,9.571046157,9.148664544,9.106487754,8.927213456,8.704433148,8.608932673,8.399967951,8.478020165,8.770449825,8.62378361,8.738364833,8.659015656,8.650417808,8.684156261,8.577379253,8.462353499,9.810687495,8.717464693,8.685577843,10.43957651,9.241951695
sp_t2100g100nc_m+0.5,2100,4,0.5,0.186,15.44518415,12.59935006,8.364465123,8.313225436,8.311743756,8.305260714,10.95267624,8.344711774,11.05667932,8.38513169,10.58990696,10.42140445,8.397514226,10.03705268,9.893894664,8.364848437,10.24447849,10.41489339,10.00870208,8.353996298,9.77793206,9.600598472,8.331190959,9.85070887,8.332030036,9.908864773,9.854073448,9.418873091,9.370715051,9.189565242,8.963301809,8.866722273,8.655604922,8.738206505,9.048207378,8.90445352,9.052479082,8.968875112,8.953086655,8.993323816,8.871774868,8.750137318,10.05865907,8.976537837,8.975696852,10.68264282,9.491349965
sp_t2100g178nc_m+0.5,2100,4.25,0.5,0.1662,15.66368669,12.81400109,8.620237525,8.568903709,8.571998716,8.564144066,11.18243107,8.611963344,11.29512824,8.660047018,10.82078749,10.65910752,8.672542381,10.2666682,10.13178037,8.644048107,10.50000424,10.67829032,10.25578708,8.636479533,10.01414819,9.834214177,8.613793249,10.13501814,8.61491509,10.19123706,10.12660399,9.676347412,9.621642014,9.438328508,9.207322269,9.10908086,8.898147168,8.984649764,9.314759206,9.17347027,9.360433088,9.271319447,9.249750024,9.295902894,9.157240468,9.025708428,10.29209515,9.220859145,9.255951766,10.91201345,9.725824627
sp_t2100g316nc_m+0.5,2100,4.5,0.5,0.1482,15.91406899,13.04221652,8.881985203,8.830414606,8.838412051,8.829209662,11.42401363,8.884441767,11.53752984,8.9387475,11.0559089,10.90378143,8.951563578,10.50078746,10.37723121,8.926863647,10.76229457,10.94492168,10.50734881,8.921577782,10.25331628,10.07138882,8.899069317,10.4278571,8.899480171,10.47890181,10.4019897,9.937343484,9.875960186,9.691118117,9.454745655,9.354398277,9.145536847,9.235066487,9.58426556,9.446073529,9.67464309,9.580218515,9.553837418,9.604698518,9.447845201,9.30582301,10.53193373,9.46861777,9.540165565,11.15067508,9.965628697
sp_t2100g562nc_m+0.5,2100,4.75,0.5,0.1311,16.20185793,13.29040427,9.159856144,9.108627147,9.121325759,9.110994956,11.68945694,9.17287337,11.79379144,9.231995257,11.30710859,11.16692137,9.244850901,10.75236912,10.6438821,9.224223543,11.04213948,11.2242693,10.77434825,9.220469477,10.50707794,10.32393327,9.198218068,10.73905202,9.197387912,10.78169372,10.69080899,10.21297273,10.145002,9.959763478,9.717387578,9.614478429,9.407546151,9.500101307,9.866334663,9.732453493,10.00469152,9.905280877,9.875430825,9.929260275,9.753580107,9.600687777,10.7909798,9.731576042,9.838023384,11.40972407,10.22287681
