filename,Teff,logg,M_H,Radius,F070W,F090W,F1000W,F1065C,F1130W,F1140C,F115W,F1280W,F140M,F1500W,F150W,F150W2,F1550C,F162M,F164N,F1800W,F182M,F187N,F200W,F2100W,F210M,F212N,F2300C,F250M,F2550W,F277W,F300M,F322W2,F323N,F335M,F356W,F360M,F405N,F410M,F430M,F444W,F460M,F466N,F470N,F480M,F560W,F770W,H,[3.6],[4.5],J,Ks
sp_t250g1780nc_m0.0.gz,250,5.25,0,0.0787,29.52169365,26.87664044,18.46548503,18.28681783,17.07783805,17.05279338,29.72091709,16.14556903,33.24990399,15.34727228,27.91748085,28.90809168,15.30867067,27.02559021,31.49790954,14.71723007,32.12832819,35.47508127,32.96722056,14.06276454,33.859515,34.14181555,13.80859754,31.33437609,13.61101351,28.58518778,27.43384244,22.40816126,34.18664669,27.52295331,21.74727468,22.47840976,18.91565016,18.25536163,17.20806652,17.52700888,16.99103058,17.22047521,17.17584126,17.5647382,20.10929611,18.76623546,27.46233355,22.3105532,17.34099438,29.59324256,34.2668458
sp_t250g3160nc_m0.0.gz,250,5.5,0,0.0787,29.42820121,26.73462084,18.58004373,18.3754461,17.1937413,17.17021073,29.82470629,16.21018922,32.88287962,15.42745352,27.86500289,28.82557699,15.39149297,26.9672033,31.35258493,14.78958666,31.85180014,35.63487646,32.84838705,14.1136732,34.3094185,34.73611789,13.85303672,31.46874192,13.65310899,28.47359891,27.30711237,22.20017749,34.59415589,27.49040786,21.53485747,22.29681631,18.70872691,18.13040819,17.14024256,17.48722007,16.99908425,17.20583084,17.20360028,17.59361195,20.09589884,18.75710359,27.40095105,22.09207102,17.30541956,29.67027159,34.71262268
sp_t275g10nc_m0.0.gz,275,3,0,0.1248,31.03799471,29.42223078,15.97041441,16.10261011,14.74682278,14.7357968,28.09691978,14.22195444,34.20031515,13.43754708,28.73526392,28.78124381,13.38820741,27.8080003,30.1019005,12.91523523,31.59524289,31.7743929,29.24543455,12.55702803,28.40975047,27.73066148,12.39393465,27.96381076,12.32581117,26.58209114,25.51022539,21.82699168,29.0594082,25.30445845,21.12797426,21.59222753,18.63247642,17.80107015,16.51712139,16.35745211,15.49894827,15.64070565,15.55550863,15.79226059,18.19901732,17.15110931,28.31336819,21.46254321,16.17946835,28.90486431,28.52906117
sp_t275g17nc_m0.0.gz,275,3.23,0,0.118817899,30.9833724,29.25283642,16.13332062,16.25050904,14.90050698,14.88796422,27.90528357,14.3646493,33.9438668,13.57654863,28.35270519,28.58088194,13.52982908,27.5124789,29.98135077,13.05258581,31.51257835,31.82185694,29.45751899,12.68141658,28.63238515,27.98544135,12.51468659,28.09069248,12.4398577,26.66117269,25.60424078,21.84472283,29.32172669,25.40083538,21.14572359,21.61062004,18.63401578,17.80323546,16.53585374,16.42754984,15.59170049,15.75089932,15.66245442,15.90773022,18.31557297,17.27040505,28.06554607,21.4816366,16.2536389,28.53361971,28.79082537
sp_t275g31nc_m0.0.gz,275,3.49,0,0.115883617,30.74519842,28.88488961,16.24808248,16.34656711,15.00413305,14.98923169,27.69465514,14.45717047,33.56424108,13.6621029,27.94401352,28.31959658,13.61739639,27.1571205,29.77011469,13.13557542,31.32158345,31.78301562,29.59421135,12.74908955,28.78626515,28.1785965,12.57862059,28.14908344,12.49598691,26.66258961,25.62140171,21.79023305,29.52607815,25.41615157,21.09069047,21.55353707,18.56153045,17.74703651,16.50182106,16.44681573,15.63847646,15.81677178,15.72324154,15.97545351,18.38492989,17.34216522,27.75008466,21.43349356,16.27708325,28.16460419,28.99324782
sp_t275g56nc_m0.0.gz,275,3.75,0,0.114110281,30.50920557,28.4982496,16.3469962,16.42323509,15.0915213,15.07381727,27.48104287,14.53159528,33.14340896,13.73039094,27.52584814,28.02419409,13.68714502,26.75049876,29.57231348,13.2012213,31.11860575,31.7600523,29.73043462,12.79889257,28.95231182,28.40436931,12.62467457,28.20528071,12.53419843,26.65033873,25.61819038,21.70404315,29.72882453,25.41786387,21.00551743,21.46977254,18.44889679,17.66115776,16.44562601,16.44546183,15.66905114,15.86567122,15.76492999,16.02753049,18.44173498,17.39091786,27.36760146,21.36337515,16.27850587,27.79538662,29.20768087
sp_t275g100nc_m0.0.gz,275,4,0,0.111,30.28910318,28.13263038,16.48478642,16.53599262,15.21635904,15.19565683,27.33898183,14.63842044,32.74878404,13.83171602,27.16420562,27.76739683,13.78855483,26.37324848,29.44459526,13.29909513,30.95559908,31.8158186,29.91474488,12.87836114,29.18580861,28.71607187,12.70026898,28.3144479,12.6009794,26.67885819,25.64514808,21.63441653,29.98504656,25.45702055,20.93795434,21.40997263,18.35082015,17.59502406,16.4160918,16.47101791,15.73043199,15.94369627,15.83507479,16.11212416,18.538434,17.47152968,26.98258414,21.31768786,16.30503708,27.52129824,29.48206171
sp_t275g178nc_m0.0.gz,275,4.25,0,0.106099535,30.07938403,27.7505739,16.66457739,16.68783651,15.38569278,15.36168574,27.28352098,14.7858568,32.39386266,13.9757954,26.8786207,27.56967124,13.93207816,26.06213599,29.38494603,13.4398672,30.83230759,31.95163672,30.1413854,13.00006866,29.489395,29.11233885,12.81755335,28.49117202,12.70781817,26.75372863,25.70649348,21.5900946,30.29077578,25.54669981,20.89639465,21.38414476,18.27894883,17.56076725,16.42383263,16.53286202,15.83214274,16.05779296,15.94449574,16.23817092,18.68225298,17.59016353,26.63575846,21.30447234,16.36619352,27.36576145,29.81980467
sp_t275g316nc_m0.0.gz,275,4.5,0,0.100300301,29.88325128,27.35423922,16.8793017,16.87284369,15.59125037,15.56437618,27.31090967,14.96114013,32.08739072,14.14971625,26.67741104,27.43728131,14.10504033,25.83617402,29.37677826,13.61001831,30.72195303,32.17717802,30.39129836,13.14996993,29.86143518,29.58741397,12.96287521,28.72465221,12.84340932,26.86127898,25.79266854,21.56158593,30.65241321,25.67472019,20.87081925,21.38294189,18.22665289,17.54878644,16.45599391,16.61812222,15.96117582,16.19582797,16.08204415,16.39390069,18.85964337,17.73189645,26.36374842,21.31222139,16.44948957,27.31929783,30.21975153
sp_t275g562nc_m0.0.gz,275,4.75,0,0.093498984,29.7723949,26.97098881,17.13389035,17.09453765,15.83992565,15.81148215,27.43378817,15.17111599,31.8462083,14.36059071,26.56785939,27.38108286,14.31500994,25.70648835,29.42995843,13.81528098,30.62225082,32.51935424,30.66213448,13.33217088,30.32934302,30.1650556,13.13957575,29.01671335,13.0102732,26.99862197,25.90832988,21.55370944,31.07713254,25.83980339,20.86559897,21.41017869,18.19971158,17.56553803,16.5180557,16.73086519,16.12125186,16.35982139,16.25286555,16.58304786,19.06431931,17.90067745,26.19115302,21.34059014,16.55941763,27.39049585,30.70776519
